"","dir1","NCX.HP","NCX.AM","NCX.BG","HP.AM","HP.BG","BG.AM","mean_pw"
"GO:0045860","increasing",0.25,0.75,0.333333333333333,0.4,0.333333333333333,0.5,0.427777777777778
"GO:0050818","increasing",0.666666666666667,1,0.6,0.666666666666667,0,1,0.655555555555556
"GO:0070977","increasing",0.333333333333333,0.333333333333333,0.75,0.666666666666667,0.4,0.5,0.497222222222222
"GO:2001138","increasing",1,0.666666666666667,0.333333333333333,0.4,0.333333333333333,0.25,0.497222222222222
"GO:0046883","increasing",0.4,0.285714285714286,0.4,0,0.142857142857143,0,0.204761904761905
"GO:0014074","increasing",0,0.166666666666667,0,0.4,0.2,0.166666666666667,0.155555555555556
"GO:0010996","increasing",0.333333333333333,0.5,0.5,0.2,0.666666666666667,0.5,0.45
"GO:0055017","increasing",0.25,0.25,0.25,0,0,0,0.125
"GO:0015812","increasing",0.285714285714286,0.4,0.428571428571429,0.333333333333333,0.6,0.2,0.374603174603175
"GO:0032228","increasing",0.428571428571429,0.25,0.6,0.285714285714286,0.285714285714286,0.166666666666667,0.336111111111111
"GO:0030048","increasing",0.333333333333333,0.5,0.333333333333333,0.4,0.4,0.5,0.411111111111111
"GO:0030104","increasing",0.333333333333333,0.5,0,0.285714285714286,0,0.666666666666667,0.297619047619048
"GO:0001935","increasing",0.5,0.666666666666667,0.5,0.6,0.5,0.333333333333333,0.516666666666667
"GO:0030431","increasing",0,0,0.333333333333333,0.5,0.4,0,0.205555555555556
"GO:0010038","increasing",0.142857142857143,0,0.125,0,0,0,0.0446428571428571
"GO:0009410","increasing",0,0,0.142857142857143,0.4,0,0.125,0.111309523809524
"GO:0006026","increasing",0,0.142857142857143,0,0.285714285714286,0,0.4,0.138095238095238
"GO:0090087","increasing",0,0.2,0.333333333333333,1,0.75,0.333333333333333,0.436111111111111
"GO:0042506","increasing",0.2,1,0.25,0.333333333333333,0.25,0.5,0.422222222222222
"GO:0002768","increasing",0.4,0.5,0,0.2,0.25,0.5,0.308333333333333
"GO:0061337","increasing",0.2,0.2,0.4,0.2,0,0,0.166666666666667
"GO:0030808","increasing",0.333333333333333,0.428571428571429,0.333333333333333,0.5,0.333333333333333,0.25,0.363095238095238
"GO:0035812","increasing",0.5,0.25,0.6,0,0.333333333333333,0.4,0.347222222222222
"GO:1900371","increasing",0.4,0.5,0.5,0.75,0.75,0,0.483333333333333
"GO:0071450","increasing",0.166666666666667,0.333333333333333,0,0.25,0.5,0.25,0.25
"GO:0071451","increasing",0.25,0.4,0,0.25,0.25,0.166666666666667,0.219444444444444
"GO:0071347","increasing",0.5,0.571428571428571,0.5,0,0.25,0.25,0.345238095238095
"GO:0032318","increasing",0,0,0.2,0,0.25,0.25,0.116666666666667
"GO:0000302","increasing",0.25,0.333333333333333,0.2,0.166666666666667,0.666666666666667,0.25,0.311111111111111
"GO:0051247","increasing",0,0.333333333333333,0.25,0.25,1,0.666666666666667,0.416666666666667
"GO:0072593","increasing",0.666666666666667,0.4,0,0.5,0.25,0.333333333333333,0.358333333333333
"GO:0031401","increasing",1,0.4,0,0.4,0.6,0.6,0.5
"GO:0071312","increasing",0.8,0.25,0.4,0.75,0.5,0.166666666666667,0.477777777777778
"GO:0008038","increasing",1,0,0.2,0.166666666666667,0.4,0,0.294444444444444
"GO:0008277","increasing",0.333333333333333,0,0.142857142857143,0.666666666666667,0.666666666666667,0,0.301587301587302
"GO:0035272","increasing",0.4,0.333333333333333,0,0.166666666666667,0.5,0,0.233333333333333
"GO:0016049","increasing",0.333333333333333,0.333333333333333,0.75,0.666666666666667,0.5,0,0.430555555555556
"GO:0070509","increasing",0,0.333333333333333,0.25,0.333333333333333,0.5,0.25,0.277777777777778
"GO:0035265","increasing",0,0,0.333333333333333,0,0.25,0.333333333333333,0.152777777777778
"GO:0043405","increasing",0.5,0.5,0.666666666666667,0,0.5,0,0.361111111111111
"GO:0098657","increasing",0.2,0.142857142857143,0.2,0.333333333333333,0.2,0.4,0.246031746031746
"GO:0014896","increasing",0.5,0.5,0.5,0.5,0.4,0.333333333333333,0.455555555555556
"GO:0060688","increasing",0.5,0.4,0.285714285714286,0.25,0.142857142857143,0.25,0.304761904761905
"GO:0090083","increasing",0.5,0.5,0.666666666666667,0.333333333333333,0,0.5,0.416666666666667
"GO:0006091","increasing",0.333333333333333,0.4,0.4,0.333333333333333,0.5,0.333333333333333,0.383333333333333
"GO:0019935","increasing",0.25,0.333333333333333,1,0.75,0.5,0.5,0.555555555555556
"GO:0002548","increasing",0.333333333333333,0.2,0.5,0.2,0,0.666666666666667,0.316666666666667
"GO:0071822","increasing",0,0.2,0.2,0.5,0,0.5,0.233333333333333
"GO:0001820","increasing",0,0,0,0,0,0,0
"GO:0070662","increasing",0.666666666666667,0.75,0.6,0,0,0.5,0.419444444444444
"GO:0007586","increasing",0.5,0,0.333333333333333,0.6,0.285714285714286,0.333333333333333,0.342063492063492
"GO:0043534","increasing",0.25,0,0.666666666666667,0,0.4,0.5,0.302777777777778
"GO:0044092","increasing",0.25,0.666666666666667,0.5,0,0,0,0.236111111111111
"GO:0060401","increasing",0.166666666666667,0.2,0.8,0.25,0.166666666666667,0.2,0.297222222222222
"GO:0060402","increasing",0.2,0.2,0,0.5,0.25,0,0.191666666666667
"GO:0051347","increasing",0.5,0.333333333333333,0.75,0.4,0.5,0.333333333333333,0.469444444444444
"GO:0000303","increasing",0.2,0.2,0,0.2,0.4,0.25,0.208333333333333
"GO:0080134","increasing",1,0.166666666666667,0,0.166666666666667,0.25,0,0.263888888888889
"GO:0008361","increasing",0.333333333333333,0.6,0.2,0,0.2,0.25,0.263888888888889
"GO:0030516","increasing",0.2,0,0.25,0.25,0.666666666666667,0,0.227777777777778
"GO:0046039","increasing",0.25,0.166666666666667,0.4,0,0.6,0.333333333333333,0.291666666666667
"GO:0048639","increasing",1,0,0.25,0.25,0.333333333333333,0.25,0.347222222222222
"GO:0050773","increasing",0.6,0.4,0.571428571428571,0,0.2,0.142857142857143,0.319047619047619
"GO:1902305","increasing",0.666666666666667,0.4,0.333333333333333,0,0.2,0,0.266666666666667
"GO:0071902","increasing",0,0,0.2,0.5,0,0.2,0.15
"GO:0042509","increasing",0.2,0.5,0.2,0.5,0.166666666666667,0.2,0.294444444444444
"GO:0030193","increasing",0.5,0.2,0.6,0,0.666666666666667,0.75,0.452777777777778
"GO:0043549","increasing",0.666666666666667,0.666666666666667,0.75,0.5,0.75,0.333333333333333,0.611111111111111
"GO:0043550","increasing",0.75,0.75,0.25,0,0.25,0.333333333333333,0.388888888888889
"GO:1900046","increasing",0.75,0,0.428571428571429,0.4,0.4,0.333333333333333,0.38531746031746
"GO:0044062","increasing",0.285714285714286,0.4,0.333333333333333,0.166666666666667,0.166666666666667,0.6,0.325396825396825
"GO:0000305","increasing",0,0.25,0.333333333333333,0.25,0,0.333333333333333,0.194444444444444
"GO:0006833","increasing",0.142857142857143,0.166666666666667,0.5,0.285714285714286,1,0.2,0.382539682539683
"GO:0014848","increasing",0.25,0.4,0.4,0,0.5,0.333333333333333,0.313888888888889
"GO:0002792","increasing",0,0,0.166666666666667,0.5,0.6,0.285714285714286,0.258730158730159
"GO:0060512","increasing",0.2,0.333333333333333,0.2,0.25,0.2,0.25,0.238888888888889
"GO:0032270","increasing",0.25,0.4,0.5,0,0,0.2,0.225
"GO:0009893","increasing",0,0.333333333333333,0.5,0.333333333333333,0.25,0.666666666666667,0.347222222222222
"GO:0071384","increasing",0.428571428571429,0.2,0.4,0.285714285714286,0.666666666666667,0.333333333333333,0.385714285714286
"GO:0030802","increasing",0.6,0,0.2,0.333333333333333,0.4,0,0.255555555555556
"GO:0002791","increasing",0.285714285714286,0,0.333333333333333,0.6,0.75,0.4,0.39484126984127
"GO:0007264","increasing",0.5,0.285714285714286,1,0.2,0.25,0.4,0.439285714285714
"GO:0097090","increasing",0,1,0,0.2,0.166666666666667,0.4,0.294444444444444
"GO:1901068","increasing",0,0.2,0.2,0.166666666666667,0.5,0.6,0.277777777777778
"GO:0050866","increasing",0.5,0,0.25,0.5,0.333333333333333,0.5,0.347222222222222
"GO:0061082","increasing",0,0,0.142857142857143,0.2,0,0,0.0571428571428571
"GO:0090287","increasing",0,0.2,0.166666666666667,0.25,0,0.333333333333333,0.158333333333333
"GO:0044321","increasing",0.2,0,0.5,0.2,0.428571428571429,1,0.388095238095238
"GO:0030004","increasing",0.333333333333333,0.333333333333333,0.25,0.5,0.75,0.6,0.461111111111111
"GO:0060740","increasing",0.333333333333333,0.5,0.25,0,0.25,0.2,0.255555555555556
"GO:0046425","increasing",0.4,0.5,0.5,0.285714285714286,0.4,0.571428571428571,0.442857142857143
"GO:0030036","increasing",0.5,0.166666666666667,0.5,0.2,0.5,0.166666666666667,0.338888888888889
"GO:0072521","increasing",0.333333333333333,0.25,0.142857142857143,0.666666666666667,0.333333333333333,0.333333333333333,0.343253968253968
"GO:0050879","increasing",0,0,0.142857142857143,0.142857142857143,0.2,0.2,0.114285714285714
"GO:0050881","increasing",0,0,0,0,0,0,0
"GO:0045667","increasing",0,0.2,0.333333333333333,0.5,1,0.666666666666667,0.45
"GO:0043409","increasing",0.333333333333333,0.25,0.25,0.4,0.25,0.5,0.330555555555556
"GO:0072012","increasing",0.5,0.666666666666667,0,0.5,0.25,0.5,0.402777777777778
"GO:0006163","increasing",1,0.25,0.2,0.5,0.75,1,0.616666666666667
"GO:0031325","increasing",0.4,0.5,0.5,0.666666666666667,0.166666666666667,0.5,0.455555555555556
"GO:0030072","increasing",0.4,0.333333333333333,0.5,0.6,0.2,0.333333333333333,0.394444444444444
"GO:0001764","increasing",0.25,0.2,0.333333333333333,0.2,0,0,0.163888888888889
"GO:0016043","increasing",0.166666666666667,0.333333333333333,0.25,0,0.25,0.25,0.208333333333333
"GO:1901069","increasing",0.333333333333333,0.166666666666667,0,0.333333333333333,0.166666666666667,0.428571428571429,0.238095238095238
"GO:0048673","increasing",0.25,0.25,0.333333333333333,0,0,0,0.138888888888889
"GO:0031644","increasing",0.333333333333333,0.5,0.333333333333333,0.25,0.2,0.5,0.352777777777778
"GO:0034698","increasing",0.2,0.166666666666667,0.2,0.25,0.5,0.4,0.286111111111111
"GO:0055117","increasing",0.333333333333333,0.2,0,0,0,0.4,0.155555555555556
"GO:0035023","increasing",0.5,0,0.2,0,0,0,0.116666666666667
"GO:1990267","increasing",0,0,0,0,0.25,0,0.0416666666666667
"GO:0046683","increasing",0.25,0,0,0.4,0.6,0,0.208333333333333
"GO:0051057","increasing",0.6,0.5,0.75,0.4,0.25,0.6,0.516666666666667
"GO:1900449","increasing",0.333333333333333,0.142857142857143,0.4,0,0.166666666666667,0,0.173809523809524
"GO:0034110","increasing",0.666666666666667,0.5,0.5,0.666666666666667,0.5,0.5,0.555555555555556
"GO:0006706","increasing",0.333333333333333,1,0.75,0.5,0.428571428571429,0.6,0.601984126984127
"GO:0045859","increasing",0.666666666666667,0.666666666666667,0.6,0.5,0.6,0.333333333333333,0.561111111111111
"GO:0014909","increasing",0.5,0.333333333333333,0.333333333333333,0.4,0.142857142857143,0.5,0.368253968253968
"GO:0043069","increasing",0.5,0.5,0,0.2,0.333333333333333,0.5,0.338888888888889
"GO:0033604","increasing",0,0.333333333333333,0.5,0.25,0.75,0.5,0.388888888888889
"GO:0045723","increasing",0.428571428571429,0.285714285714286,0,0.666666666666667,0,0,0.23015873015873
"GO:0050886","increasing",0.333333333333333,0.285714285714286,0.5,0.5,0.4,0,0.336507936507937
"GO:0051953","increasing",0,0.25,0.166666666666667,0.285714285714286,0.6,0.4,0.283730158730159
"GO:0008610","increasing",0,0.2,0.333333333333333,0,0.4,0,0.155555555555556
"GO:0045453","increasing",0,0,0,0.2,0.166666666666667,0,0.0611111111111111
"GO:0043933","increasing",0.333333333333333,0.333333333333333,0.333333333333333,0,0.25,0,0.208333333333333
"GO:0006184","increasing",0.6,0.5,0,0.428571428571429,0.25,0.2,0.329761904761905
"GO:0021954","increasing",0.25,0.333333333333333,0.333333333333333,1,0,0,0.319444444444444
"GO:0010522","increasing",0.25,0.8,0.4,0.4,0.166666666666667,0,0.336111111111111
"GO:0090276","increasing",0.4,0.5,0.25,0.5,0.333333333333333,0.4,0.397222222222222
"GO:0038093","increasing",0.166666666666667,0,0.333333333333333,0,0.2,0.6,0.216666666666667
"GO:1902931","increasing",0.142857142857143,0.25,0.25,0.5,0.2,0.4,0.29047619047619
"GO:0072079","increasing",0.166666666666667,0.333333333333333,0.2,0,0,0.25,0.158333333333333
"GO:0043084","increasing",0.666666666666667,0.333333333333333,0,0.333333333333333,0.333333333333333,0.25,0.319444444444444
"GO:0043066","increasing",1,0,0.333333333333333,0,0.25,0.2,0.297222222222222
"GO:1901031","increasing",0.5,0.333333333333333,1,0.333333333333333,0.25,0,0.402777777777778
"GO:0051954","increasing",0.166666666666667,0.4,0.5,0.333333333333333,0.333333333333333,0.166666666666667,0.316666666666667
"GO:0008211","increasing",1,0,0.2,0.666666666666667,0,0.5,0.394444444444444
"GO:0044236","increasing",0.25,0.4,0.2,0,0,0.2,0.175
"GO:0032963","increasing",0,0.6,0,0,0,0,0.1
"GO:0032535","increasing",0.5,1,0.75,0.6,0.5,0,0.558333333333333
"GO:0048675","increasing",0.25,0.5,0,0.333333333333333,0,0.333333333333333,0.236111111111111
"GO:0060419","increasing",0.5,0.25,0,0.25,0,0.25,0.208333333333333
"GO:0015698","increasing",0.25,0.333333333333333,0.25,0.25,0,0.2,0.213888888888889
"GO:0021545","increasing",0,0,0,0.666666666666667,0.5,0.142857142857143,0.218253968253968
"GO:0032368","increasing",0.6,0.5,0.2,0.5,0.8,0,0.433333333333333
"GO:0071900","increasing",0.25,0,0,0.2,0,0,0.075
"GO:0044058","increasing",0.142857142857143,0.571428571428571,0.166666666666667,0.166666666666667,0.8,0.333333333333333,0.363492063492063
"GO:0048521","increasing",0,0.25,0.666666666666667,0,0,0,0.152777777777778
"GO:0006942","increasing",0.2,0.2,0.2,0.4,0,0.5,0.25
"GO:0048241","increasing",0.4,0.4,0.4,0.25,0.2,0,0.275
"GO:0048242","increasing",0.4,0.25,0,0.4,0.6,0.2,0.308333333333333
"GO:0002237","increasing",0.2,0.333333333333333,0.2,0,0.333333333333333,0.25,0.219444444444444
"GO:0042542","increasing",0.2,0,0,0,0,0,0.0333333333333333
"GO:0097061","increasing",0,0.25,0.25,0.5,0.6,0.333333333333333,0.322222222222222
"GO:0030799","increasing",1,0.333333333333333,0,0.666666666666667,0,0,0.333333333333333
"GO:0044259","increasing",0.25,0.2,0.25,0.2,0.25,0,0.191666666666667
"GO:0015810","increasing",0.333333333333333,0.166666666666667,0.25,0.666666666666667,0.5,0.4,0.386111111111111
"GO:0043649","increasing",0,0,0.6,0.5,0.25,0,0.225
"GO:0060996","increasing",0.333333333333333,0.333333333333333,0.166666666666667,0.5,0.4,0.25,0.330555555555556
"GO:0097479","increasing",0,0.333333333333333,0,0,0,0,0.0555555555555556
"GO:0032274","increasing",0.25,0.333333333333333,0,0,0.25,0.75,0.263888888888889
"GO:0010563","increasing",0.2,0,0,0.2,1,0.333333333333333,0.288888888888889
"GO:0045936","increasing",0.5,0.2,0.25,0.5,0.4,0.25,0.35
"GO:0048009","increasing",0.666666666666667,0.166666666666667,0.166666666666667,0,0.125,0.571428571428571,0.282738095238095
"GO:0007271","increasing",0.6,0.333333333333333,0.2,0.5,0.2,0.25,0.347222222222222
"GO:0050922","increasing",0,0,0.5,0,0.25,0,0.125
"GO:0015807","increasing",0.5,0.666666666666667,0.5,0.142857142857143,0,0.5,0.384920634920635
"GO:0015980","increasing",0.666666666666667,0.5,0,0.333333333333333,0.333333333333333,0.25,0.347222222222222
"GO:0018904","increasing",0.166666666666667,0,0.2,1,0.333333333333333,0.333333333333333,0.338888888888889
"GO:0031399","increasing",0.25,0.333333333333333,0.166666666666667,0,0.25,0,0.166666666666667
"GO:0034614","increasing",0.5,0,0.5,0.25,0,0.4,0.275
"GO:0030817","increasing",0.333333333333333,0,0,0.5,0.5,0,0.222222222222222
"GO:0030316","increasing",0,0,0,0,0.5,0.285714285714286,0.130952380952381
"GO:0007044","increasing",0,0,0,0.166666666666667,0,0.5,0.111111111111111
"GO:0032320","increasing",0.4,0.5,0.142857142857143,0,0,0.2,0.207142857142857
"GO:0014819","increasing",0,0,0.142857142857143,0,0.4,0,0.0904761904761905
"GO:0044252","increasing",0.2,0.25,0.333333333333333,0,0,0.25,0.172222222222222
"GO:0021781","increasing",0.25,0.2,0,0.333333333333333,0.4,0.333333333333333,0.252777777777778
"GO:0007259","increasing",0.5,0.4,0.333333333333333,0.166666666666667,0.333333333333333,0.428571428571429,0.36031746031746
"GO:0097178","increasing",0.25,0.2,0.4,0,0,0.25,0.183333333333333
"GO:0034405","increasing",0,0.25,0.2,0.25,0.333333333333333,0.428571428571429,0.243650793650794
"GO:0002016","increasing",0.333333333333333,0.2,0,0.333333333333333,0.2,0.5,0.261111111111111
"GO:0021892","increasing",0.333333333333333,0.25,0.333333333333333,0.25,0.333333333333333,0,0.25
"GO:0051279","increasing",0,0.2,0.2,0.333333333333333,0.5,0,0.205555555555556
"GO:0071840","increasing",0.142857142857143,0,0.166666666666667,0.333333333333333,0.333333333333333,0.333333333333333,0.218253968253968
"GO:0007519","increasing",0.2,0,0.25,0,0.333333333333333,0.333333333333333,0.186111111111111
"GO:0015718","increasing",0.333333333333333,0.2,0.166666666666667,0.25,0,0,0.158333333333333
"GO:0016042","increasing",0.166666666666667,0.25,0.5,0.666666666666667,0.166666666666667,0,0.291666666666667
"GO:0036314","increasing",0.666666666666667,0.5,0.333333333333333,0.25,0.4,0.666666666666667,0.469444444444444
"GO:0032956","increasing",0.333333333333333,0.25,0.4,0.666666666666667,0.4,0.6,0.441666666666667
"GO:0022607","increasing",1,0.25,0.2,0,0.25,0,0.283333333333333
"GO:0097530","increasing",0.5,0,0.333333333333333,0.333333333333333,0.333333333333333,0.25,0.291666666666667
"GO:0071241","increasing",0.2,0.25,0.5,0,0,0,0.158333333333333
"GO:0071248","increasing",0.2,0.142857142857143,0,0.5,0.25,0.285714285714286,0.229761904761905
"GO:0006022","increasing",0,0,0,0.25,0.333333333333333,0.2,0.130555555555556
"GO:0030814","increasing",0.333333333333333,0.25,0.2,0.4,0,0.25,0.238888888888889
"GO:0003094","increasing",0.5,0.2,0.5,0.166666666666667,0.166666666666667,0.2,0.288888888888889
"GO:0006837","increasing",0.125,0,0,0,0,0.2,0.0541666666666667
"GO:0021800","increasing",0.5,0.5,0,0,0.25,0,0.208333333333333
"GO:0097154","increasing",0.5,0.5,0.25,0.25,0.666666666666667,0,0.361111111111111
"GO:1990138","increasing",0.4,0.4,0.166666666666667,0.5,0.5,0,0.327777777777778
"GO:0098661","increasing",0.4,0.333333333333333,0.333333333333333,0.25,0.25,0,0.261111111111111
"GO:0045761","increasing",0.333333333333333,1,0,0.666666666666667,0.25,0,0.375
"GO:0044070","increasing",0.6,0.25,0.333333333333333,0.333333333333333,0.2,0.25,0.327777777777778
"GO:0014812","increasing",0.2,0.5,0.5,0.5,0,0.333333333333333,0.338888888888889
"GO:0033619","increasing",0.333333333333333,0.75,0.2,0.5,0.75,0.25,0.463888888888889
"GO:0070663","increasing",0.5,0,0.4,0.25,0.5,0.25,0.316666666666667
"GO:0070665","increasing",0.333333333333333,0.666666666666667,0.4,0.2,0.2,0.5,0.383333333333333
"GO:0031946","increasing",0,0,0,0.5,0,0.2,0.116666666666667
"GO:0032890","increasing",0.6,0.5,0.4,0,0.5,0.142857142857143,0.357142857142857
"GO:0009065","increasing",0.4,0.4,0.6,0,0.5,0.5,0.4
"GO:0014855","increasing",0.333333333333333,0,0.2,0,0.333333333333333,0.25,0.186111111111111
"GO:0045103","increasing",0.666666666666667,0.285714285714286,0.25,0.25,0.4,0.25,0.350396825396825
"GO:0045104","increasing",0.285714285714286,0,0.285714285714286,0.2,0.6,0.333333333333333,0.284126984126984
"GO:0045109","increasing",0,0,0.4,0.5,0.2,0.5,0.266666666666667
"GO:0045927","increasing",0.2,0.333333333333333,0.333333333333333,0.5,0.25,1,0.436111111111111
"GO:0050769","increasing",0.666666666666667,0.6,0.25,0.25,0.333333333333333,0.666666666666667,0.461111111111111
"GO:0050865","increasing",0.2,0,0.333333333333333,0.333333333333333,1,0.2,0.344444444444444
"GO:0060538","increasing",0.333333333333333,1,0.333333333333333,0.25,0.333333333333333,0.333333333333333,0.430555555555556
"GO:0006809","increasing",0,0.666666666666667,0.25,0.5,0,0.2,0.269444444444444
"GO:0022600","increasing",0.428571428571429,0.166666666666667,0.571428571428571,0.4,0.8,0.25,0.436111111111111
"GO:0071453","increasing",0,0.25,0.333333333333333,0.5,0.4,0.666666666666667,0.358333333333333
"GO:0043931","increasing",0.25,0.5,0.333333333333333,0.666666666666667,1,0.666666666666667,0.569444444444444
"GO:0060048","increasing",0.5,0.4,0.25,0,0,0.4,0.258333333333333
"GO:0051246","increasing",0.333333333333333,0,0.5,0.2,0.2,0,0.205555555555556
"GO:0045932","increasing",0,0.5,0.2,0,0.333333333333333,0.4,0.238888888888889
"GO:0072078","increasing",0,0,0.333333333333333,0.5,0.5,0.5,0.305555555555556
"GO:0010573","increasing",0.333333333333333,0.5,0.5,0.333333333333333,0.5,0.2,0.394444444444444
"GO:0030810","increasing",0.333333333333333,0.25,0.5,0,0.25,0,0.222222222222222
"GO:0046068","increasing",0.333333333333333,0,0,0.2,0.25,0.166666666666667,0.158333333333333
"GO:1900373","increasing",0.2,0,0,0,0.25,0,0.075
"GO:0030801","increasing",0.25,0.5,0.5,0,0,0,0.208333333333333
"GO:0071827","increasing",0.333333333333333,0.5,0.666666666666667,0.2,0.75,0.2,0.441666666666667
"GO:0043647","increasing",0,0,0,0,0.25,0,0.0416666666666667
"GO:0032892","increasing",0.5,0.5,0.666666666666667,0.666666666666667,0.5,0,0.472222222222222
"GO:0031279","increasing",0.333333333333333,0.25,0,0.666666666666667,0.5,0,0.291666666666667
"GO:0061351","increasing",0,0.333333333333333,0.75,0.666666666666667,0.333333333333333,0.25,0.388888888888889
"GO:0090075","increasing",0,0,0,0.142857142857143,0,0,0.0238095238095238
"GO:0033700","increasing",0.285714285714286,0.5,0,0.4,0.25,0,0.239285714285714
"GO:0051209","increasing",0.25,0,0.333333333333333,0.333333333333333,0.333333333333333,0,0.208333333333333
"GO:0051282","increasing",0.714285714285714,0.5,0,0,0.2,0.333333333333333,0.291269841269841
"GO:0051283","increasing",0.25,0.333333333333333,0.25,0,0.25,0,0.180555555555556
"GO:0051338","increasing",0.333333333333333,0.5,0.25,0.2,0.6,1,0.480555555555556
"GO:0061004","increasing",0,0.25,0,0,0.25,0.25,0.125
"GO:0072048","increasing",0,0,0.333333333333333,0,0,0.5,0.138888888888889
"GO:0016125","increasing",0.666666666666667,0.5,0.166666666666667,0,0.666666666666667,0.75,0.458333333333333
"GO:0015850","increasing",0.666666666666667,0.5,0.666666666666667,0.5,0.25,0.666666666666667,0.541666666666667
"GO:0061383","increasing",0.333333333333333,0.333333333333333,0,0.25,0,0.25,0.194444444444444
"GO:0007260","increasing",0.666666666666667,0.5,0.25,0.75,0.25,0.6,0.502777777777778
"GO:0097006","increasing",0.333333333333333,0.25,0.5,0.166666666666667,0.666666666666667,0.333333333333333,0.375
"GO:0046457","increasing",0.2,0.2,0.166666666666667,0,0.166666666666667,0,0.122222222222222
"GO:0034333","increasing",0.25,0,0.2,0.2,0.5,0.333333333333333,0.247222222222222
"GO:0003009","increasing",0,0,0,0.142857142857143,0,0.25,0.0654761904761905
"GO:0010712","increasing",0.5,0.333333333333333,0.2,0.5,0,0.142857142857143,0.279365079365079
"GO:0030318","increasing",0.25,0.25,0.2,0.333333333333333,0.2,0.25,0.247222222222222
"GO:0006536","increasing",0.2,0.833333333333333,0.2,0.25,0,0,0.247222222222222
"GO:0060038","increasing",0.4,0.4,0.333333333333333,0.2,0,0,0.222222222222222
"GO:0032319","increasing",0,0,0.333333333333333,0,0.25,0,0.0972222222222222
"GO:0032321","increasing",0.25,0,0,0,0.2,0.25,0.116666666666667
"GO:0007265","increasing",0.75,0.6,0,0.666666666666667,0,0.333333333333333,0.391666666666667
"GO:0051339","increasing",0.333333333333333,0.333333333333333,1,0.2,0,0,0.311111111111111
"GO:0051955","increasing",0.5,0.142857142857143,0.25,0.333333333333333,0.166666666666667,0,0.232142857142857
"GO:0046323","increasing",0.25,0.25,0.25,0,0.4,0,0.191666666666667
"GO:0010827","increasing",0.166666666666667,0.5,0.5,0.25,0.666666666666667,0.25,0.388888888888889
"GO:0097190","increasing",0,0.333333333333333,0.333333333333333,0,0,0.333333333333333,0.166666666666667
"GO:0060180","increasing",0,0.666666666666667,0.333333333333333,0,0,0.333333333333333,0.222222222222222
"GO:0070661","increasing",0,0.25,0,0.25,0,0,0.0833333333333333
"GO:0002718","increasing",0,0,0,0,0.25,0.166666666666667,0.0694444444444444
"GO:0032276","increasing",0.25,0,0,0,0,0.166666666666667,0.0694444444444444
"GO:0071825","increasing",0.666666666666667,0,0.333333333333333,0.142857142857143,0.166666666666667,0.25,0.259920634920635
"GO:0032958","increasing",0.2,0.2,0,0,0,0,0.0666666666666667
"GO:0006692","increasing",0.25,0.5,0.2,0.666666666666667,0.25,0,0.311111111111111
"GO:0006693","increasing",0.166666666666667,0.2,0,0,0.2,0,0.0944444444444444
"GO:0001754","increasing",0.25,0.2,0,0.333333333333333,0,0.4,0.197222222222222
"GO:0001894","increasing",0,0,0,0,0,0,0
"GO:0090304","decreasing",0.166666666666667,0.2,0.142857142857143,0.333333333333333,0.333333333333333,0.5,0.279365079365079
"GO:0034645","decreasing",0.2,0.333333333333333,0.2,0.25,0.5,0,0.247222222222222
"GO:0006357","decreasing",0.4,0.25,0.25,0.166666666666667,0.333333333333333,0.5,0.316666666666667
"GO:2001141","decreasing",0,0.25,0.2,0.4,0.2,0,0.175
"GO:0009059","decreasing",0,0.5,0.5,0.333333333333333,0.2,0.5,0.338888888888889
"GO:0006355","decreasing",0.25,0,0.25,0.25,0.333333333333333,0.25,0.222222222222222
"GO:0051252","decreasing",0.6,0.5,0,0.5,0.2,1,0.466666666666667
"GO:0006351","decreasing",0.333333333333333,0.666666666666667,0.333333333333333,0.2,0.2,0.333333333333333,0.344444444444444
"GO:0016070","decreasing",0.333333333333333,0.2,0,0.666666666666667,0.5,0.666666666666667,0.394444444444444
"GO:0032774","decreasing",0.5,0,0.6,0.6,0.25,0.25,0.366666666666667
"GO:2000112","decreasing",0.2,0,0.333333333333333,0.25,0.25,0,0.172222222222222
"GO:0060255","decreasing",0.25,0,1,0,1,1,0.541666666666667
"GO:0010556","decreasing",0.666666666666667,0.5,0.333333333333333,0,0,0,0.25
"GO:0034654","decreasing",0.166666666666667,0.666666666666667,0.333333333333333,0,1,0,0.361111111111111
"GO:0010468","decreasing",1,0.333333333333333,0.5,0.5,1,0,0.555555555555556
"GO:0009889","decreasing",0.4,0,0.4,0,0.5,0.5,0.3
"GO:0031326","decreasing",0.25,0.333333333333333,0.333333333333333,0,1,0,0.319444444444444
"GO:0010467","decreasing",0,0.5,0,0,0,0,0.0833333333333333
"GO:0006366","decreasing",0,0.5,0.8,0,0,0.333333333333333,0.272222222222222
"GO:0044271","decreasing",0.5,0,0,0,1,0,0.25
"GO:1901362","decreasing",0,0,0.166666666666667,0,0.2,0,0.0611111111111111
"GO:0018130","decreasing",0.333333333333333,0.25,0.5,0,0.5,0,0.263888888888889
"GO:0019438","decreasing",0.333333333333333,0.666666666666667,0.25,0,0.5,0,0.291666666666667
"GO:0051171","decreasing",0.666666666666667,0,0.666666666666667,0.666666666666667,0.25,0.5,0.458333333333333
"GO:0051253","decreasing",0.25,0,0,0.25,0.5,0.333333333333333,0.222222222222222
